Collection,Set Name,Card Name,Value,Release Date
Alternate Copyright (1999-2000),Fossil,Omastar,0.55,1999-10-10
Alternate Copyright (1999-2000),Fossil,Seadra,0.47,1999-10-10
Alternate Copyright (1999-2000),Fossil,Slowbro,0.87,1999-10-10
Alternate Copyright (1999-2000),Fossil,Weezing,0.63,1999-10-10
Alternate Copyright (1999-2000),Fossil,Ekans,0.24,1999-10-10
Alternate Copyright (1999-2000),Fossil,Grimer,0.55,1999-10-10
Alternate Copyright (1999-2000),Fossil,Horsea,0.78,1999-10-10
Alternate Copyright (1999-2000),Fossil,Omanyte,0.39,1999-10-10
Alternate Copyright (1999-2000),Fossil,Psyduck,0.24,1999-10-10
Alternate Copyright (1999-2000),Fossil,Slowpoke,0.31,1999-10-10
Alternate Copyright (1999-2000),Fossil,Zubat,0.39,1999-10-10
Alternate Copyright (1999-2000),Fossil,Energy Search,0.31,1999-10-10
Alternate Copyright (1999-2000),Fossil,Aerodactyl,15.99,1999-10-10
Stamp (Prerelease Starlight Holo),Fossil,Aerodactyl,79.99,1999-10-10
Stamp (W Promotional),Fossil,Gengar,£-,1999-10-10
Error (1st Edition Yellow Ink Spot),Fossil,Gengar,£-,1999-10-10
Error (Yellow Ink Spot),Fossil,Haunter,£-,1999-10-10
Error (1st Edition Yellow Ink Smear),Fossil,Haunter,£-,1999-10-10
Error (Blue Ink Smear),Fossil,Hitmonlee,£-,1999-10-10
Error (1st Edition Yellow Ink Smear),Fossil,Lapras,£-,1999-10-10
Error (1st Edition Yellow Ink Smear),Fossil,Zapdos,13.99,1999-10-10
Error (Misprinted Holo Evolution Box),Fossil,Ditto,£-,1999-10-10
Error (Black Ink Spot),Fossil,Seadra,£-,1999-10-10
Error (Ink Spot),Fossil,Slowpoke,£-,1999-10-10
Error (Blue Ink Spot),Fossil,Alakazam,30.39,1999-10-10
Unlimited,Base Set 2,Blastoise,69.35,2000-02-24
Unlimited,Base Set 2,Chansey,10.39,2000-02-24
Unlimited,Base Set 2,Charizard,239.99,2000-02-24
Unlimited,Base Set 2,Clefable,13.99,2000-02-24
Unlimited,Base Set 2,Clefairy,9.27,2000-02-24
Unlimited,Base Set 2,Magneton,7.99,2000-02-24
Unlimited,Base Set 2,Mewtwo,20.79,2000-02-24
Unlimited,Base Set 2,Ninetales,17.03,2000-02-24
Unlimited,Base Set 2,Pidgeot,23.99,2000-02-24
Unlimited,Base Set 2,Raichu,23.59,2000-02-24
Unlimited,Base Set 2,Scyther,20.79,2000-02-24
Unlimited,Base Set 2,Venusaur,63.99,2000-02-24
Unlimited,Base Set 2,Zapdos,23.96,2000-02-24
Unlimited,Base Set 2,Kangaskhan,4.39,2000-02-24
Unlimited,Base Set 2,Pidgeotto,4.31,2000-02-24
Unlimited,Base Set 2,Pinsir,2.79,2000-02-24
Unlimited,Base Set 2,Snorlax,6.39,2000-02-24
Unlimited,Base Set 2,Venomoth,3.51,2000-02-24
Unlimited,Base Set 2,Charmeleon,1.83,2000-02-24
Unlimited,Base Set 2,Dewgong,0.63,2000-02-24
Unlimited,Base Set 2,Dodrio,1.51,2000-02-24
Unlimited,Base Set 2,Fearow,1.99,2000-02-24
Unlimited,Base Set 2,Haunter,0.47,2000-02-24
Unlimited,Base Set 2,Ivysaur,3.19,2000-02-24
Unlimited,Base Set 2,Kadabra,1.19,2000-02-24
Unlimited,Base Set 2,Lickitung,1.03,2000-02-24
Unlimited,Base Set 2,Machoke,0.39,2000-02-24
Unlimited,Base Set 2,Magikarp,1.27,2000-02-24
Unlimited,Base Set 2,Magmar,1.83,2000-02-24
Unlimited,Base Set 2,Persian,1.59,2000-02-24
Unlimited,Base Set 2,Seaking,0.47,2000-02-24
Unlimited,Base Set 2,Seel,0.28,2000-02-24
Unlimited,Base Set 2,Wartortle,1.99,2000-02-24
Unlimited,Base Set 2,Abra,0.39,2000-02-24
Unlimited,Base Set 2,Bulbasaur,1.91,2000-02-24
Unlimited,Base Set 2,Charmander,1.59,2000-02-24
Unlimited,Base Set 2,Diglett,0.24,2000-02-24
Unlimited,Base Set 2,Doduo,0.39,2000-02-24
Unlimited,Base Set 2,Drowzee,0.39,2000-02-24
Unlimited,Base Set 2,Exeggcute,0.39,2000-02-24
Unlimited,Base Set 2,Gastly,0.24,2000-02-24
Unlimited,Base Set 2,Goldeen,0.55,2000-02-24
Unlimited,Base Set 2,Jigglypuff,1.11,2000-02-24
Unlimited,Base Set 2,Machop,0.39,2000-02-24
Unlimited,Base Set 2,Magnemite,0.63,2000-02-24
Unlimited,Base Set 2,Meowth,0.39,2000-02-24
Unlimited,Base Set 2,Onix,0.47,2000-02-24
Unlimited,Base Set 2,Paras,0.39,2000-02-24
Unlimited,Base Set 2,Pidgey,0.39,2000-02-24
Unlimited,Base Set 2,Pikachu,2.63,2000-02-24
Unlimited,Base Set 2,Sandshrew,0.39,2000-02-24
Unlimited,Base Set 2,Spearow,0.39,2000-02-24
Unlimited,Base Set 2,Squirtle,0.95,2000-02-24
Unlimited,Base Set 2,Starmie,0.24,2000-02-24
Unlimited,Base Set 2,Staryu,0.47,2000-02-24
Unlimited,Base Set 2,Venonat,0.39,2000-02-24
Unlimited,Base Set 2,Vulpix,0.55,2000-02-24
Unlimited,Base Set 2,Energy Retrieval,0.39,2000-02-24
Unlimited,Base Set 2,Super Potion,0.39,2000-02-24
Unlimited,Base Set 2,Potion,0.39,2000-02-24
Unlimited,Base Set 2,Switch,0.39,2000-02-24
Unlimited,Base Set 2,Wartortle,19.11,2000-02-24
1st Edition,Team Rocket,Magikarp,3.51,2000-04-24
1st Edition,Team Rocket,Porygon,2.55,2000-04-24
1st Edition,Team Rocket,Abra,0.55,2000-04-24
1st Edition,Team Rocket,Charmander,4.31,2000-04-24
1st Edition,Team Rocket,Diglett,1.1,2000-04-24
1st Edition,Team Rocket,Drowzee,0.39,2000-04-24
1st Edition,Team Rocket,Eevee,2.87,2000-04-24
1st Edition,Team Rocket,Ekans,0.79,2000-04-24
1st Edition,Team Rocket,Grimer,0.95,2000-04-24
1st Edition,Team Rocket,Koffing,0.47,2000-04-24
1st Edition,Team Rocket,Machop,0.79,2000-04-24
1st Edition,Team Rocket,Magnemite,1.43,2000-04-24
1st Edition,Team Rocket,Mankey,0.39,2000-04-24
1st Edition,Team Rocket,Meowth,1.11,2000-04-24
1st Edition,Team Rocket,Oddish,0.63,2000-04-24
1st Edition,Team Rocket,Ponyta,0.47,2000-04-24
1st Edition,Team Rocket,Psyduck,0.63,2000-04-24
1st Edition,Team Rocket,Slowpoke,1.55,2000-04-24
1st Edition,Team Rocket,Squirtle,2.31,2000-04-24
1st Edition,Team Rocket,Zubat,0.47,2000-04-24
Unlimited,Team Rocket,Magikarp,2.39,2000-04-24
Unlimited,Team Rocket,Porygon,0.95,2000-04-24
Unlimited,Team Rocket,Abra,0.24,2000-04-24
Unlimited,Team Rocket,Charmander,0.71,2000-04-24
Unlimited,Team Rocket,Diglett,0.39,2000-04-24
Unlimited,Team Rocket,Drowzee,0.24,2000-04-24
Unlimited,Team Rocket,Eevee,0.55,2000-04-24
Unlimited,Team Rocket,Ekans,0.31,2000-04-24
Unlimited,Team Rocket,Grimer,0.24,2000-04-24
Unlimited,Team Rocket,Koffing,0.24,2000-04-24
Unlimited,Team Rocket,Machop,0.31,2000-04-24
Unlimited,Team Rocket,Magnemite,0.39,2000-04-24
Unlimited,Team Rocket,Mankey,0.39,2000-04-24
Unlimited,Team Rocket,Meowth,0.24,2000-04-24
Unlimited,Team Rocket,Oddish,0.24,2000-04-24
Unlimited,Team Rocket,Ponyta,0.39,2000-04-24
Unlimited,Team Rocket,Psyduck,0.24,2000-04-24
Unlimited,Team Rocket,Slowpoke,0.24,2000-04-24
Unlimited,Team Rocket,Squirtle,1.19,2000-04-24
Unlimited,Team Rocket,Zubat,0.39,2000-04-24
1st Edition,Neo Genesis,Azumarill,39.19,2000-12-16
1st Edition,Neo Genesis,Feraligatr,95.99,2000-12-16
1st Edition,Neo Genesis,Feraligatr,119.99,2000-12-16
1st Edition,Neo Genesis,Heracross,59.99,2000-12-16
1st Edition,Neo Genesis,Kingdra,42.79,2000-12-16
1st Edition,Neo Genesis,Slowking,71.99,2000-12-16
1st Edition,Neo Genesis,Togetic,66.39,2000-12-16
1st Edition,Neo Genesis,Cleffa,13.59,2000-12-16
1st Edition,Neo Genesis,Elekid,6.06,2000-12-16
1st Edition,Neo Genesis,Magby,5.43,2000-12-16
1st Edition,Neo Genesis,Murkrow,5.91,2000-12-16
1st Edition,Neo Genesis,Sneasel,7.03,2000-12-16
1st Edition,Neo Genesis,Aipom,2.15,2000-12-16
1st Edition,Neo Genesis,Ariados,1.59,2000-12-16
1st Edition,Neo Genesis,Clefairy,2.39,2000-12-16
1st Edition,Neo Genesis,Croconaw,4.47,2000-12-16
1st Edition,Neo Genesis,Croconaw,2.39,2000-12-16
1st Edition,Neo Genesis,Gloom,1.91,2000-12-16
1st Edition,Neo Genesis,Ledian,1.35,2000-12-16
1st Edition,Neo Genesis,Magmar,1.99,2000-12-16
1st Edition,Neo Genesis,Noctowl,6.07,2000-12-16
1st Edition,Neo Genesis,Piloswine,2.31,2000-12-16
1st Edition,Neo Genesis,Seadra,2.39,2000-12-16
1st Edition,Neo Genesis,Togepi,7.03,2000-12-16
1st Edition,Neo Genesis,Xatu,0.95,2000-12-16
1st Edition,Neo Genesis,Girafarig,0.71,2000-12-16
1st Edition,Neo Genesis,Hoothoot,1.67,2000-12-16
1st Edition,Neo Genesis,Horsea,0.79,2000-12-16
1st Edition,Neo Genesis,Ledyba,0.79,2000-12-16
1st Edition,Neo Genesis,Mantine,0.95,2000-12-16
1st Edition,Neo Genesis,Marill,1.67,2000-12-16
1st Edition,Neo Genesis,Natu,1.59,2000-12-16
1st Edition,Neo Genesis,Oddish,0.79,2000-12-16
1st Edition,Neo Genesis,Onix,1.75,2000-12-16
1st Edition,Neo Genesis,Pikachu,6.23,2000-12-16
1st Edition,Neo Genesis,Slowpoke,1.59,2000-12-16
1st Edition,Neo Genesis,Spinarak,0.87,2000-12-16
1st Edition,Neo Genesis,Swinub,0.71,2000-12-16
1st Edition,Neo Genesis,Totodile,2.31,2000-12-16
1st Edition,Neo Genesis,Totodile,2.07,2000-12-16
1st Edition,Neo Genesis,Super Rod,1.99,2000-12-16
Unlimited,Neo Genesis,Azumarill,19.99,2000-12-16
Unlimited,Neo Genesis,Feraligatr,47.99,2000-12-16
Unlimited,Neo Genesis,Feraligatr,31.19,2000-12-16
Unlimited,Neo Genesis,Heracross,11.19,2000-12-16
Unlimited,Neo Genesis,Kingdra,14.39,2000-12-16
Unlimited,Neo Genesis,Slowking,27.91,2000-12-16
Unlimited,Neo Genesis,Togetic,26.39,2000-12-16
Unlimited,Neo Genesis,Cleffa,8.39,2000-12-16
Unlimited,Neo Genesis,Elekid,2.55,2000-12-16
Unlimited,Neo Genesis,Magby,3.35,2000-12-16
Unlimited,Neo Genesis,Murkrow,3.99,2000-12-16
Unlimited,Neo Genesis,Sneasel,3.43,2000-12-16
Unlimited,Neo Genesis,Aipom,1.43,2000-12-16
Unlimited,Neo Genesis,Ariados,0.39,2000-12-16
Unlimited,Neo Genesis,Clefairy,1.27,2000-12-16
Unlimited,Neo Genesis,Croconaw,2.15,2000-12-16
Unlimited,Neo Genesis,Croconaw,0.79,2000-12-16
Unlimited,Neo Genesis,Gloom,1.83,2000-12-16
Unlimited,Neo Genesis,Ledian,0.79,2000-12-16
Unlimited,Neo Genesis,Magmar,0.39,2000-12-16
Unlimited,Neo Genesis,Noctowl,3.59,2000-12-16
Unlimited,Neo Genesis,Piloswine,1.59,2000-12-16
Unlimited,Neo Genesis,Seadra,0.71,2000-12-16
Unlimited,Neo Genesis,Togepi,2.87,2000-12-16
Unlimited,Neo Genesis,Xatu,0.79,2000-12-16
Unlimited,Neo Genesis,Girafarig,0.24,2000-12-16
Unlimited,Neo Genesis,Hoothoot,0.47,2000-12-16
Unlimited,Neo Genesis,Horsea,0.31,2000-12-16
Unlimited,Neo Genesis,Ledyba,0.31,2000-12-16
Unlimited,Neo Genesis,Mantine,0.39,2000-12-16
Unlimited,Neo Genesis,Marill,0.39,2000-12-16
Unlimited,Neo Genesis,Natu,0.39,2000-12-16
Unlimited,Neo Genesis,Oddish,0.47,2000-12-16
Unlimited,Neo Genesis,Onix,0.39,2000-12-16
Unlimited,Neo Genesis,Pikachu,3.35,2000-12-16
Unlimited,Neo Genesis,Slowpoke,0.87,2000-12-16
Unlimited,Neo Genesis,Spinarak,0.39,2000-12-16
Unlimited,Neo Genesis,Swinub,0.39,2000-12-16
Unlimited,Neo Genesis,Totodile,0.63,2000-12-16
Unlimited,Neo Genesis,Totodile,0.55,2000-12-16
Unlimited,Neo Genesis,Super Rod,0.55,2000-12-16
Unlimited,Neo Genesis,Cleffa,0.31,2000-12-16
Oversize (25th Anniversary),Neo Genesis,Totodile,0.8,2000-12-16
1st Edition,Neo Discovery,Forretress,47.99,2001-06-01
1st Edition,Neo Discovery,Magnemite,47.99,2001-06-01
1st Edition,Neo Discovery,Scizor,102.47,2001-06-01
1st Edition,Neo Discovery,Tyranitar,239.99,2001-06-01
1st Edition,Neo Discovery,Umbreon,599.99,2001-06-01
1st Edition,Neo Discovery,Ursaring,71.43,2001-06-01
1st Edition,Neo Discovery,Yanma,67.99,2001-06-01
1st Edition,Neo Discovery,Forretress,9.59,2001-06-01
1st Edition,Neo Discovery,Magnemite,6.79,2001-06-01
1st Edition,Neo Discovery,Scizor,14.79,2001-06-01
1st Edition,Neo Discovery,Tyranitar,41.59,2001-06-01
1st Edition,Neo Discovery,Umbreon,100.23,2001-06-01
1st Edition,Neo Discovery,Ursaring,7.99,2001-06-01
1st Edition,Neo Discovery,Yanma,17.59,2001-06-01
1st Edition,Neo Discovery,Eevee,15.19,2001-06-01
1st Edition,Neo Discovery,Omastar,2.63,2001-06-01
1st Edition,Neo Discovery,Pupitar,0.95,2001-06-01
1st Edition,Neo Discovery,Scyther,3.99,2001-06-01
1st Edition,Neo Discovery,Xatu,1.99,2001-06-01
1st Edition,Neo Discovery,Dunsparce,1.43,2001-06-01
1st Edition,Neo Discovery,Larvitar,0.55,2001-06-01
1st Edition,Neo Discovery,Natu,0.94,2001-06-01
1st Edition,Neo Discovery,Omanyte,1.19,2001-06-01
1st Edition,Neo Discovery,Pineco,1.19,2001-06-01
1st Edition,Neo Discovery,Spinarak,0.71,2001-06-01
1st Edition,Neo Discovery,Teddiursa,0.79,2001-06-01
Unlimited,Neo Discovery,Forretress,11.19,2001-06-01
Unlimited,Neo Discovery,Magnemite,19.19,2001-06-01
Unlimited,Neo Discovery,Scizor,33.59,2001-06-01
Unlimited,Neo Discovery,Tyranitar,67.99,2001-06-01
Unlimited,Neo Discovery,Umbreon,204.87,2001-06-01
Unlimited,Neo Discovery,Ursaring,25.59,2001-06-01
Unlimited,Neo Discovery,Yanma,21.58,2001-06-01
Unlimited,Neo Discovery,Forretress,6.71,2001-06-01
Unlimited,Neo Discovery,Magnemite,4.79,2001-06-01
Unlimited,Neo Discovery,Scizor,7.19,2001-06-01
Unlimited,Neo Discovery,Tyranitar,8.39,2001-06-01
Unlimited,Neo Discovery,Umbreon,31.51,2001-06-01
Unlimited,Neo Discovery,Ursaring,4.23,2001-06-01
Unlimited,Neo Discovery,Yanma,7.19,2001-06-01
Unlimited,Neo Discovery,Eevee,2.31,2001-06-01
Unlimited,Neo Discovery,Omastar,0.47,2001-06-01
Unlimited,Neo Discovery,Pupitar,0.55,2001-06-01
Unlimited,Neo Discovery,Scyther,0.63,2001-06-01
Unlimited,Neo Discovery,Xatu,0.55,2001-06-01
Unlimited,Neo Discovery,Dunsparce,0.24,2001-06-01
Unlimited,Neo Discovery,Larvitar,0.39,2001-06-01
Unlimited,Neo Discovery,Natu,0.79,2001-06-01
Unlimited,Neo Discovery,Omanyte,0.39,2001-06-01
Unlimited,Neo Discovery,Pineco,0.39,2001-06-01
Unlimited,Neo Discovery,Spinarak,0.32,2001-06-01
Unlimited,Neo Discovery,Teddiursa,0.39,2001-06-01
Special Set,Southern Islands,Pidgeot,12.39,2001-07-30
Special Set,Southern Islands,Onix,11.98,2001-07-30
Special Set,Southern Islands,Togepi,41.19,2001-07-30
Special Set,Southern Islands,Ivysaur,23.99,2001-07-30
Special Set,Southern Islands,Ledyba,9.59,2001-07-30
Special Set,Southern Islands,Jigglypuff,21.19,2001-07-30
Special Set,Southern Islands,Marill,25.51,2001-07-30
Special Set,Southern Islands,Lapras,22.39,2001-07-30
Special Set,Southern Islands,Slowking,34.23,2001-07-30
Special Set,Southern Islands,Wartortle,18.71,2001-07-30
Special Set,Southern Islands,Lickitung,13.59,2001-07-30
Special Set,Southern Islands,Vileplume,19.99,2001-07-30
Special Set,Southern Islands,Primeape,13.27,2001-07-30
VS Japanese Reverse,Tropical Mega Battle,Switch,£-,Unknown
VS Japanese Reverse,Tropical Mega Battle,Potion,£-,Unknown
1st Edition,Neo Revelation,Celebi,183.95,2001-09-21
1st Edition,Neo Revelation,Crobat,55.19,2001-09-21
1st Edition,Neo Revelation,Entei,259.99,2001-09-21
1st Edition,Neo Revelation,Magneton,79.99,2001-09-21
1st Edition,Neo Revelation,Porygon2,73.99,2001-09-21
1st Edition,Neo Revelation,Aerodactyl,13.59,2001-09-21
1st Edition,Neo Revelation,Celebi,17.59,2001-09-21
1st Edition,Neo Revelation,Entei,31.99,2001-09-21
1st Edition,Neo Revelation,Kingdra,17.59,2001-09-21
1st Edition,Neo Revelation,Raichu,22.39,2001-09-21
1st Edition,Neo Revelation,Sneasel,8.79,2001-09-21
1st Edition,Neo Revelation,Starmie,9.59,2001-09-21
1st Edition,Neo Revelation,Golbat,0.95,2001-09-21
1st Edition,Neo Revelation,Piloswine,2.07,2001-09-21
1st Edition,Neo Revelation,Seaking,1.59,2001-09-21
1st Edition,Neo Revelation,Aipom,1.11,2001-09-21
1st Edition,Neo Revelation,Goldeen,1.11,2001-09-21
1st Edition,Neo Revelation,Murkrow,0.95,2001-09-21
1st Edition,Neo Revelation,Paras,0.79,2001-09-21
1st Edition,Neo Revelation,Remoraid,0.79,2001-09-21
1st Edition,Neo Revelation,Smoochum,1.83,2001-09-21
1st Edition,Neo Revelation,Staryu,0.79,2001-09-21
1st Edition,Neo Revelation,Swinub,0.71,2001-09-21
1st Edition,Neo Revelation,Zubat,0.87,2001-09-21
Unlimited,Neo Revelation,Celebi,63.03,2001-09-21
Unlimited,Neo Revelation,Crobat,31.99,2001-09-21
Unlimited,Neo Revelation,Entei,57.59,2001-09-21
Unlimited,Neo Revelation,Magneton,25.59,2001-09-21
Unlimited,Neo Revelation,Porygon2,23.99,2001-09-21
Unlimited,Neo Revelation,Aerodactyl,5.19,2001-09-21
Unlimited,Neo Revelation,Celebi,10.39,2001-09-21
Unlimited,Neo Revelation,Entei,12.79,2001-09-21
Unlimited,Neo Revelation,Kingdra,7.67,2001-09-21
Unlimited,Neo Revelation,Raichu,7.19,2001-09-21
Unlimited,Neo Revelation,Sneasel,3.59,2001-09-21
Unlimited,Neo Revelation,Starmie,3.19,2001-09-21
Unlimited,Neo Revelation,Golbat,0.63,2001-09-21
Unlimited,Neo Revelation,Piloswine,0.63,2001-09-21
Unlimited,Neo Revelation,Seaking,0.63,2001-09-21
Unlimited,Neo Revelation,Aipom,0.39,2001-09-21
Unlimited,Neo Revelation,Goldeen,0.39,2001-09-21
Unlimited,Neo Revelation,Murkrow,0.39,2001-09-21
Unlimited,Neo Revelation,Paras,0.24,2001-09-21
Unlimited,Neo Revelation,Remoraid,0.24,2001-09-21
Unlimited,Neo Revelation,Smoochum,0.87,2001-09-21
Unlimited,Neo Revelation,Staryu,0.31,2001-09-21
Unlimited,Neo Revelation,Swinub,0.39,2001-09-21
Unlimited,Neo Revelation,Zubat,0.39,2001-09-21
Error (Holo Bleed),Neo Revelation,Celebi,183.95,2001-09-21
Error (1st Edition Holo Bleed),Neo Revelation,Celebi,63.03,2001-09-21
Error (Holo Bleed),Neo Revelation,Crobat,55.19,2001-09-21
Error (1st Edition Holo Bleed),Neo Revelation,Crobat,31.99,2001-09-21
Error (Holo Bleed),Neo Revelation,Entei,259.99,2001-09-21
Error (1st Edition Holo Bleed),Neo Revelation,Entei,57.59,2001-09-21
Error (Holo Bleed),Neo Revelation,Magneton,79.99,2001-09-21
Error (1st Edition Holo Bleed),Neo Revelation,Magneton,25.59,2001-09-21
Error (Holo Bleed),Neo Revelation,Porygon2,73.99,2001-09-21
Error (1st Edition Holo Bleed),Neo Revelation,Porygon2,23.99,2001-09-21
1st Edition,Neo Destiny,Chansey,6.79,2002-02-28
1st Edition,Neo Destiny,Heracross,6.55,2002-02-28
1st Edition,Neo Destiny,Hitmonlee,4.55,2002-02-28
1st Edition,Neo Destiny,Jigglypuff,8.39,2002-02-28
1st Edition,Neo Destiny,Scyther,7.19,2002-02-28
1st Edition,Neo Destiny,Togepi,11.27,2002-02-28
1st Edition,Neo Destiny,Exeggcute,0.87,2002-02-28
1st Edition,Neo Destiny,Gastly,3.19,2002-02-28
1st Edition,Neo Destiny,Girafarig,2.39,2002-02-28
1st Edition,Neo Destiny,Larvitar,2.39,2002-02-28
1st Edition,Neo Destiny,Ledyba,2.39,2002-02-28
1st Edition,Neo Destiny,Machop,1.59,2002-02-28
1st Edition,Neo Destiny,Mantine,1.51,2002-02-28
1st Edition,Neo Destiny,Pineco,1.43,2002-02-28
1st Edition,Neo Destiny,Porygon,1.75,2002-02-28
1st Edition,Neo Destiny,Psyduck,4.95,2002-02-28
1st Edition,Neo Destiny,Remoraid,1.19,2002-02-28
1st Edition,Neo Destiny,Seel,0.87,2002-02-28
1st Edition,Neo Destiny,Swinub,1.99,2002-02-28
1st Edition,Neo Destiny,Totodile,2.95,2002-02-28
1st Edition,Neo Destiny,Venonat,1.59,2002-02-28
1st Edition,Neo Destiny,Vulpix,3.43,2002-02-28
Unlimited,Neo Destiny,Chansey,5.59,2002-02-28
Unlimited,Neo Destiny,Heracross,3.27,2002-02-28
Unlimited,Neo Destiny,Hitmonlee,1.59,2002-02-28
Unlimited,Neo Destiny,Jigglypuff,6.39,2002-02-28
Unlimited,Neo Destiny,Scyther,3.67,2002-02-28
Unlimited,Neo Destiny,Togepi,5.19,2002-02-28
Unlimited,Neo Destiny,Exeggcute,0.55,2002-02-28
Unlimited,Neo Destiny,Gastly,0.87,2002-02-28
Unlimited,Neo Destiny,Girafarig,0.71,2002-02-28
Unlimited,Neo Destiny,Larvitar,1.19,2002-02-28
Unlimited,Neo Destiny,Ledyba,0.47,2002-02-28
Unlimited,Neo Destiny,Machop,0.39,2002-02-28
Unlimited,Neo Destiny,Mantine,0.55,2002-02-28
Unlimited,Neo Destiny,Pineco,0.24,2002-02-28
Unlimited,Neo Destiny,Porygon,0.63,2002-02-28
Unlimited,Neo Destiny,Psyduck,1.67,2002-02-28
Unlimited,Neo Destiny,Remoraid,0.39,2002-02-28
Unlimited,Neo Destiny,Seel,0.39,2002-02-28
Unlimited,Neo Destiny,Swinub,0.55,2002-02-28
Unlimited,Neo Destiny,Totodile,1.03,2002-02-28
Unlimited,Neo Destiny,Venonat,0.47,2002-02-28
Unlimited,Neo Destiny,Vulpix,0.79,2002-02-28
Unlimited,Neo Destiny,Alakazam,44.55,2002-02-28
Unlimited,Legendary Collection,Articuno,31.99,2002-05-24
Unlimited,Legendary Collection,Charizard,299.99,2002-05-24
Unlimited,Legendary Collection,Flareon,43.99,2002-05-24
Unlimited,Legendary Collection,Gengar,51.99,2002-05-24
Unlimited,Legendary Collection,Hitmonlee,23.99,2002-05-24
Unlimited,Legendary Collection,Jolteon,43.99,2002-05-24
Unlimited,Legendary Collection,Machamp,24.55,2002-05-24
Unlimited,Legendary Collection,Muk,13.43,2002-05-24
Unlimited,Legendary Collection,Ninetales,23.99,2002-05-24
Unlimited,Legendary Collection,Venusaur,66.31,2002-05-24
Unlimited,Legendary Collection,Zapdos,33.11,2002-05-24
Unlimited,Legendary Collection,Hypno,2.71,2002-05-24
Unlimited,Legendary Collection,Magneton,0.71,2002-05-24
Unlimited,Legendary Collection,Mewtwo,21.03,2002-05-24
Unlimited,Legendary Collection,Moltres,7.99,2002-05-24
Unlimited,Legendary Collection,Pidgeot,1.99,2002-05-24
Unlimited,Legendary Collection,Pidgeotto,3.75,2002-05-24
Unlimited,Legendary Collection,Charmeleon,1.59,2002-05-24
Unlimited,Legendary Collection,Dewgong,1.19,2002-05-24
Unlimited,Legendary Collection,Dodrio,0.79,2002-05-24
Unlimited,Legendary Collection,Fearow,0.79,2002-05-24
Unlimited,Legendary Collection,Haunter,3.11,2002-05-24
Unlimited,Legendary Collection,Ivysaur,1.91,2002-05-24
Unlimited,Legendary Collection,Kadabra,2.95,2002-05-24
Unlimited,Legendary Collection,Machoke,1.43,2002-05-24
Unlimited,Legendary Collection,Magikarp,3.99,2002-05-24
Unlimited,Legendary Collection,Meowth,0.71,2002-05-24
Unlimited,Legendary Collection,Omanyte,0.71,2002-05-24
Unlimited,Legendary Collection,Omastar,0.71,2002-05-24
Unlimited,Legendary Collection,Primeape,0.79,2002-05-24
Unlimited,Legendary Collection,Rapidash,0.63,2002-05-24
Unlimited,Legendary Collection,Seadra,0.71,2002-05-24
Unlimited,Legendary Collection,Snorlax,8.55,2002-05-24
Unlimited,Legendary Collection,Abra,0.71,2002-05-24
Unlimited,Legendary Collection,Bulbasaur,1.83,2002-05-24
Unlimited,Legendary Collection,Charmander,1.43,2002-05-24
Unlimited,Legendary Collection,Doduo,0.47,2002-05-24
Unlimited,Legendary Collection,Drowzee,0.47,2002-05-24
Unlimited,Legendary Collection,Eevee,1.83,2002-05-24
Unlimited,Legendary Collection,Exeggcute,0.39,2002-05-24
Unlimited,Legendary Collection,Gastly,0.87,2002-05-24
Unlimited,Legendary Collection,Grimer,0.47,2002-05-24
Unlimited,Legendary Collection,Machop,0.39,2002-05-24
Unlimited,Legendary Collection,Magnemite,0.24,2002-05-24
Unlimited,Legendary Collection,Mankey,0.39,2002-05-24
Unlimited,Legendary Collection,Onix,0.39,2002-05-24
Unlimited,Legendary Collection,Pidgey,0.63,2002-05-24
Unlimited,Legendary Collection,Pikachu,2.79,2002-05-24
Unlimited,Legendary Collection,Ponyta,0.24,2002-05-24
Unlimited,Legendary Collection,Psyduck,1.03,2002-05-24
Unlimited,Legendary Collection,Sandshrew,0.39,2002-05-24
Unlimited,Legendary Collection,Seel,0.39,2002-05-24
Unlimited,Legendary Collection,Slowpoke,0.63,2002-05-24
Unlimited,Legendary Collection,Spearow,0.39,2002-05-24
Unlimited,Legendary Collection,Squirtle,0.87,2002-05-24
Unlimited,Legendary Collection,Vulpix,0.63,2002-05-24
Unlimited,Legendary Collection,Energy Retrieval,0.47,2002-05-24
Unlimited,Legendary Collection,Potion,0.39,2002-05-24
Unlimited,Legendary Collection,Alakazam,119.99,2002-05-24
Reverse Holo,Legendary Collection,Articuno,179.99,2002-05-24
